week_start,truck_id,allocated_for_shipping,avg_cycle_time_min,trip_count,tonnage_moved_ton,road_flood_flag,crossing_queue_flag,jetty_id
2023-05-15,shiptruck_6,1,99,27,693.8,0,0,jetty_primary
2023-05-15,shiptruck_8,1,115,25,729.8,0,0,jetty_primary
2023-05-15,shiptruck_11,1,104,32,926.5,0,1,jetty_primary
2023-05-15,shiptruck_9,1,115,26,728.8,0,1,jetty_primary
2023-05-15,shiptruck_2,1,92,19,537.4,0,1,jetty_primary
2023-05-15,shiptruck_12,1,160,15,359.6,0,0,jetty_secondary
2023-05-15,shiptruck_1,1,90,31,854.6,0,0,jetty_primary
2023-05-15,shiptruck_4,1,111,31,706.2,0,0,jetty_primary
2023-05-15,shiptruck_20,1,94,16,448.8,0,0,jetty_primary
2023-05-15,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-05-15,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_20,1,92,22,489.0,0,0,jetty_primary
2023-05-22,shiptruck_18,1,116,32,772.5,0,0,jetty_primary
2023-05-22,shiptruck_13,1,117,23,565.2,0,0,jetty_primary
2023-05-22,shiptruck_3,1,103,22,495.2,0,0,jetty_primary
2023-05-22,shiptruck_1,1,92,27,685.1,0,0,jetty_primary
2023-05-22,shiptruck_10,1,112,22,589.0,0,0,jetty_primary
2023-05-22,shiptruck_12,1,103,33,1013.2,0,1,jetty_primary
2023-05-22,shiptruck_2,1,112,27,608.4,0,0,jetty_primary
2023-05-22,shiptruck_17,1,116,19,538.8,0,0,jetty_primary
2023-05-22,shiptruck_9,1,119,19,445.7,0,0,jetty_primary
2023-05-22,shiptruck_11,1,108,26,769.7,0,0,jetty_primary
2023-05-22,shiptruck_19,1,91,17,505.4,0,0,jetty_primary
2023-05-22,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_6,0,0,0,0.0,0,0,jetty_secondary
2023-05-22,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-05-22,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-05-29,shiptruck_19,1,92,18,551.6,0,0,jetty_primary
2023-05-29,shiptruck_20,1,110,28,740.0,0,0,jetty_primary
2023-05-29,shiptruck_5,1,102,29,690.0,0,0,jetty_primary
2023-05-29,shiptruck_9,1,91,28,733.0,0,0,jetty_primary
2023-05-29,shiptruck_16,1,103,34,726.1,0,1,jetty_primary
2023-05-29,shiptruck_6,1,105,33,831.0,0,0,jetty_primary
2023-05-29,shiptruck_7,1,133,23,644.0,0,0,jetty_secondary
2023-05-29,shiptruck_18,1,110,18,504.8,0,0,jetty_primary
2023-05-29,shiptruck_10,1,103,25,637.8,0,0,jetty_primary
2023-05-29,shiptruck_8,1,93,22,524.4,0,1,jetty_primary
2023-05-29,shiptruck_17,1,112,30,658.9,0,0,jetty_primary
2023-05-29,shiptruck_14,1,110,19,463.9,0,0,jetty_primary
2023-05-29,shiptruck_2,1,98,18,453.4,0,0,jetty_primary
2023-05-29,shiptruck_13,1,104,22,589.7,0,0,jetty_primary
2023-05-29,shiptruck_4,1,118,22,582.6,0,0,jetty_primary
2023-05-29,shiptruck_1,1,96,18,501.5,1,0,jetty_primary
2023-05-29,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-05-29,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-05-29,shiptruck_12,0,0,0,0.0,0,0,jetty_secondary
2023-05-29,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_7,1,109,31,869.9,0,0,jetty_primary
2023-06-05,shiptruck_19,1,90,21,544.4,0,0,jetty_primary
2023-06-05,shiptruck_2,1,98,23,632.0,0,0,jetty_primary
2023-06-05,shiptruck_4,1,96,23,641.2,0,1,jetty_primary
2023-06-05,shiptruck_13,1,103,27,600.1,0,1,jetty_primary
2023-06-05,shiptruck_15,1,102,26,606.0,1,0,jetty_primary
2023-06-05,shiptruck_14,1,116,28,800.1,0,0,jetty_primary
2023-06-05,shiptruck_5,1,107,16,398.0,0,0,jetty_primary
2023-06-05,shiptruck_9,1,117,22,579.1,0,0,jetty_primary
2023-06-05,shiptruck_1,1,91,23,693.0,0,0,jetty_primary
2023-06-05,shiptruck_16,1,111,23,656.9,0,0,jetty_primary
2023-06-05,shiptruck_20,1,118,20,487.8,0,0,jetty_primary
2023-06-05,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-06-05,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_15,1,97,25,754.0,0,0,jetty_primary
2023-06-12,shiptruck_1,1,91,19,509.0,0,0,jetty_primary
2023-06-12,shiptruck_19,1,118,24,570.1,0,0,jetty_primary
2023-06-12,shiptruck_12,1,106,31,869.3,0,0,jetty_primary
2023-06-12,shiptruck_17,1,95,15,364.0,1,0,jetty_primary
2023-06-12,shiptruck_14,1,122,25,602.0,0,1,jetty_secondary
2023-06-12,shiptruck_16,1,108,32,888.6,0,0,jetty_primary
2023-06-12,shiptruck_8,1,156,24,624.6,0,1,jetty_secondary
2023-06-12,shiptruck_2,1,118,27,644.9,1,0,jetty_primary
2023-06-12,shiptruck_10,1,160,31,698.7,0,0,jetty_secondary
2023-06-12,shiptruck_20,1,91,27,632.6,0,0,jetty_primary
2023-06-12,shiptruck_5,1,100,21,520.2,0,0,jetty_primary
2023-06-12,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_9,0,0,0,0.0,0,0,jetty_secondary
2023-06-12,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-06-12,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_18,1,117,19,436.1,0,0,jetty_primary
2023-06-19,shiptruck_19,1,170,33,1063.8,0,1,jetty_secondary
2023-06-19,shiptruck_16,1,115,18,487.2,0,0,jetty_primary
2023-06-19,shiptruck_9,1,114,33,791.6,0,0,jetty_primary
2023-06-19,shiptruck_14,1,104,29,755.7,0,1,jetty_primary
2023-06-19,shiptruck_10,1,102,31,724.4,0,0,jetty_primary
2023-06-19,shiptruck_13,1,116,19,501.8,0,0,jetty_primary
2023-06-19,shiptruck_12,1,111,24,745.2,0,0,jetty_primary
2023-06-19,shiptruck_2,1,92,29,743.7,0,0,jetty_primary
2023-06-19,shiptruck_15,1,96,17,375.8,0,0,jetty_primary
2023-06-19,shiptruck_11,1,97,19,581.0,0,0,jetty_primary
2023-06-19,shiptruck_3,1,98,16,399.0,0,0,jetty_primary
2023-06-19,shiptruck_6,1,117,27,597.1,0,1,jetty_primary
2023-06-19,shiptruck_4,1,106,16,475.6,0,0,jetty_primary
2023-06-19,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-06-19,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_10,1,99,18,521.5,0,0,jetty_primary
2023-06-26,shiptruck_2,1,103,34,917.4,0,0,jetty_primary
2023-06-26,shiptruck_4,1,112,22,509.2,0,1,jetty_primary
2023-06-26,shiptruck_16,1,100,23,507.0,0,0,jetty_primary
2023-06-26,shiptruck_19,1,111,20,428.1,0,0,jetty_primary
2023-06-26,shiptruck_6,1,114,25,731.0,0,0,jetty_primary
2023-06-26,shiptruck_8,1,93,32,771.9,0,0,jetty_primary
2023-06-26,shiptruck_18,1,156,31,900.4,0,1,jetty_secondary
2023-06-26,shiptruck_11,1,112,24,651.3,0,0,jetty_primary
2023-06-26,shiptruck_12,1,100,31,798.8,0,0,jetty_primary
2023-06-26,shiptruck_3,1,101,19,555.9,0,0,jetty_primary
2023-06-26,shiptruck_15,1,92,29,688.7,0,0,jetty_primary
2023-06-26,shiptruck_13,1,102,32,865.1,0,0,jetty_primary
2023-06-26,shiptruck_5,1,100,15,385.5,0,0,jetty_primary
2023-06-26,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-06-26,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_16,1,92,29,785.7,0,0,jetty_primary
2023-07-03,shiptruck_18,1,93,20,440.6,0,0,jetty_primary
2023-07-03,shiptruck_7,1,115,26,664.3,0,0,jetty_primary
2023-07-03,shiptruck_20,1,95,21,538.5,0,0,jetty_primary
2023-07-03,shiptruck_15,1,101,30,795.7,1,0,jetty_primary
2023-07-03,shiptruck_8,1,100,22,500.8,0,0,jetty_primary
2023-07-03,shiptruck_2,1,97,17,529.4,0,0,jetty_primary
2023-07-03,shiptruck_17,1,101,18,580.8,0,0,jetty_primary
2023-07-03,shiptruck_12,1,100,29,771.3,0,0,jetty_primary
2023-07-03,shiptruck_19,1,115,24,560.3,0,0,jetty_primary
2023-07-03,shiptruck_5,1,117,25,552.8,0,0,jetty_primary
2023-07-03,shiptruck_10,1,104,23,549.6,1,0,jetty_primary
2023-07-03,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-07-03,shiptruck_13,0,0,0,0.0,0,0,jetty_secondary
2023-07-03,shiptruck_14,0,0,0,0.0,0,0,jetty_secondary
2023-07-10,shiptruck_9,1,98,30,793.9,1,0,jetty_primary
2023-07-10,shiptruck_17,1,176,26,673.8,0,0,jetty_secondary
2023-07-10,shiptruck_4,1,115,20,522.4,0,0,jetty_primary
2023-07-10,shiptruck_7,1,100,30,738.4,0,1,jetty_primary
2023-07-10,shiptruck_2,1,93,29,649.5,0,1,jetty_primary
2023-07-10,shiptruck_5,1,118,26,801.0,0,0,jetty_primary
2023-07-10,shiptruck_16,1,100,24,717.9,0,0,jetty_primary
2023-07-10,shiptruck_12,1,114,17,543.4,0,1,jetty_primary
2023-07-10,shiptruck_19,1,120,21,479.6,0,0,jetty_secondary
2023-07-10,shiptruck_1,1,96,28,650.1,0,0,jetty_primary
2023-07-10,shiptruck_11,1,93,15,366.7,0,1,jetty_primary
2023-07-10,shiptruck_8,1,116,25,704.5,0,0,jetty_primary
2023-07-10,shiptruck_6,1,102,23,584.9,0,0,jetty_primary
2023-07-10,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-07-10,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-07-10,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-07-10,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-07-10,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-07-10,shiptruck_18,0,0,0,0.0,0,0,jetty_secondary
2023-07-10,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-07-17,shiptruck_2,1,118,24,581.4,0,0,jetty_primary
2023-07-17,shiptruck_12,1,112,27,696.2,0,0,jetty_primary
2023-07-17,shiptruck_19,1,117,20,534.9,0,0,jetty_primary
2023-07-17,shiptruck_20,1,109,17,392.5,0,0,jetty_primary
2023-07-17,shiptruck_6,1,93,29,894.6,0,0,jetty_primary
2023-07-17,shiptruck_11,1,114,30,703.2,0,1,jetty_primary
2023-07-17,shiptruck_1,1,96,30,889.2,0,0,jetty_primary
2023-07-17,shiptruck_5,1,112,24,695.3,0,0,jetty_primary
2023-07-17,shiptruck_16,1,99,31,820.2,0,0,jetty_primary
2023-07-17,shiptruck_4,1,106,15,429.3,1,0,jetty_primary
2023-07-17,shiptruck_14,1,104,21,593.5,0,0,jetty_primary
2023-07-17,shiptruck_7,1,106,16,459.1,0,0,jetty_primary
2023-07-17,shiptruck_3,1,122,31,715.1,0,1,jetty_secondary
2023-07-17,shiptruck_9,1,92,29,754.0,0,0,jetty_primary
2023-07-17,shiptruck_8,1,109,17,505.8,0,0,jetty_primary
2023-07-17,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-07-17,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-07-17,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-07-17,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-07-17,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-07-24,shiptruck_20,1,114,19,532.0,0,0,jetty_primary
2023-07-24,shiptruck_19,1,108,33,750.5,0,0,jetty_primary
2023-07-24,shiptruck_2,1,110,25,641.8,0,0,jetty_primary
2023-07-24,shiptruck_12,1,103,19,498.6,0,0,jetty_primary
2023-07-24,shiptruck_17,1,111,19,430.0,0,1,jetty_primary
2023-07-24,shiptruck_18,1,96,29,782.0,0,0,jetty_primary
2023-07-24,shiptruck_7,1,118,32,1024.3,0,0,jetty_primary
2023-07-24,shiptruck_4,1,121,20,585.7,0,0,jetty_secondary
2023-07-24,shiptruck_9,1,98,31,689.6,0,0,jetty_primary
2023-07-24,shiptruck_10,1,105,16,468.8,1,0,jetty_primary
2023-07-24,shiptruck_11,1,118,29,745.4,0,0,jetty_primary
2023-07-24,shiptruck_15,1,92,29,661.1,0,1,jetty_primary
2023-07-24,shiptruck_3,1,99,23,527.4,0,0,jetty_primary
2023-07-24,shiptruck_14,1,91,18,387.8,0,0,jetty_primary
2023-07-24,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-07-24,shiptruck_5,0,0,0,0.0,0,0,jetty_secondary
2023-07-24,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-07-24,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-07-24,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-07-24,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-07-31,shiptruck_8,1,99,32,847.4,0,0,jetty_primary
2023-07-31,shiptruck_12,1,104,29,725.5,0,0,jetty_primary
2023-07-31,shiptruck_16,1,106,25,756.6,0,0,jetty_primary
2023-07-31,shiptruck_14,1,110,29,691.3,0,0,jetty_primary
2023-07-31,shiptruck_2,1,105,16,453.4,0,0,jetty_primary
2023-07-31,shiptruck_6,1,105,32,926.4,0,0,jetty_primary
2023-07-31,shiptruck_5,1,132,28,689.2,0,0,jetty_secondary
2023-07-31,shiptruck_11,1,108,28,849.9,0,0,jetty_primary
2023-07-31,shiptruck_18,1,117,15,421.2,0,0,jetty_primary
2023-07-31,shiptruck_10,1,115,25,669.6,0,0,jetty_primary
2023-07-31,shiptruck_15,1,147,32,748.8,0,0,jetty_secondary
2023-07-31,shiptruck_3,1,111,21,537.3,0,0,jetty_primary
2023-07-31,shiptruck_19,1,95,32,925.1,0,0,jetty_primary
2023-07-31,shiptruck_9,1,99,32,914.7,0,0,jetty_primary
2023-07-31,shiptruck_20,1,90,18,521.5,0,0,jetty_primary
2023-07-31,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-07-31,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-07-31,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-07-31,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-07-31,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_4,1,105,17,477.6,0,0,jetty_primary
2023-08-07,shiptruck_8,1,103,34,941.2,0,1,jetty_primary
2023-08-07,shiptruck_12,1,101,32,868.0,0,0,jetty_primary
2023-08-07,shiptruck_2,1,108,28,842.9,0,0,jetty_primary
2023-08-07,shiptruck_14,1,117,25,663.2,0,0,jetty_primary
2023-08-07,shiptruck_15,1,117,22,647.3,0,0,jetty_primary
2023-08-07,shiptruck_11,1,104,24,522.2,0,0,jetty_primary
2023-08-07,shiptruck_18,1,118,30,674.7,1,0,jetty_primary
2023-08-07,shiptruck_19,1,136,21,564.2,0,0,jetty_secondary
2023-08-07,shiptruck_3,1,120,31,725.2,0,0,jetty_secondary
2023-08-07,shiptruck_6,1,100,30,913.9,0,0,jetty_primary
2023-08-07,shiptruck_9,1,111,30,889.5,0,0,jetty_primary
2023-08-07,shiptruck_13,1,108,33,764.0,0,0,jetty_primary
2023-08-07,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-08-07,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-08-14,shiptruck_1,1,109,25,752.2,1,0,jetty_primary
2023-08-14,shiptruck_20,1,106,23,554.5,0,0,jetty_primary
2023-08-14,shiptruck_19,1,115,19,540.6,0,0,jetty_primary
2023-08-14,shiptruck_5,1,101,21,613.1,0,0,jetty_primary
2023-08-14,shiptruck_8,1,92,18,555.6,0,0,jetty_primary
2023-08-14,shiptruck_7,1,102,25,666.5,0,0,jetty_primary
2023-08-14,shiptruck_14,1,91,26,796.2,0,0,jetty_primary
2023-08-14,shiptruck_9,1,101,33,1004.3,1,0,jetty_primary
2023-08-14,shiptruck_12,1,114,29,739.1,0,0,jetty_primary
2023-08-14,shiptruck_3,1,117,28,731.0,0,0,jetty_primary
2023-08-14,shiptruck_10,1,112,20,549.7,0,0,jetty_primary
2023-08-14,shiptruck_11,1,90,19,486.4,0,0,jetty_primary
2023-08-14,shiptruck_4,1,113,28,675.9,0,0,jetty_primary
2023-08-14,shiptruck_6,1,118,21,616.0,0,0,jetty_primary
2023-08-14,shiptruck_16,1,118,20,526.6,1,0,jetty_primary
2023-08-14,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-08-14,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-08-14,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-08-14,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-08-14,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_10,1,118,24,588.4,1,0,jetty_primary
2023-08-21,shiptruck_17,1,99,25,720.1,0,1,jetty_primary
2023-08-21,shiptruck_9,1,174,19,523.2,1,0,jetty_secondary
2023-08-21,shiptruck_13,1,109,20,594.3,1,0,jetty_primary
2023-08-21,shiptruck_18,1,111,32,966.8,0,0,jetty_primary
2023-08-21,shiptruck_15,1,114,23,605.5,0,0,jetty_primary
2023-08-21,shiptruck_7,1,104,22,591.0,0,0,jetty_primary
2023-08-21,shiptruck_12,1,109,32,728.8,0,0,jetty_primary
2023-08-21,shiptruck_4,1,119,20,493.5,1,1,jetty_primary
2023-08-21,shiptruck_1,1,106,20,489.9,0,0,jetty_primary
2023-08-21,shiptruck_2,1,111,34,932.0,0,1,jetty_primary
2023-08-21,shiptruck_8,1,112,30,837.1,1,0,jetty_primary
2023-08-21,shiptruck_3,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_5,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_11,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-08-21,shiptruck_20,0,0,0,0.0,0,0,jetty_primary
2023-08-28,shiptruck_16,1,151,34,890.3,1,0,jetty_secondary
2023-08-28,shiptruck_8,1,101,22,613.9,0,0,jetty_primary
2023-08-28,shiptruck_5,1,93,27,658.5,0,0,jetty_primary
2023-08-28,shiptruck_18,1,113,16,456.7,0,0,jetty_primary
2023-08-28,shiptruck_6,1,99,22,642.3,0,0,jetty_primary
2023-08-28,shiptruck_9,1,112,24,729.8,0,0,jetty_primary
2023-08-28,shiptruck_4,1,114,30,715.0,0,1,jetty_primary
2023-08-28,shiptruck_19,1,112,21,486.4,1,0,jetty_primary
2023-08-28,shiptruck_15,1,102,30,890.3,0,0,jetty_primary
2023-08-28,shiptruck_2,1,92,30,672.6,0,0,jetty_primary
2023-08-28,shiptruck_11,1,97,27,629.0,0,0,jetty_primary
2023-08-28,shiptruck_3,1,103,18,526.3,0,0,jetty_primary
2023-08-28,shiptruck_13,1,113,17,398.5,0,0,jetty_primary
2023-08-28,shiptruck_20,1,127,22,674.1,0,1,jetty_secondary
2023-08-28,shiptruck_10,1,101,31,779.9,0,0,jetty_primary
2023-08-28,shiptruck_1,1,115,34,958.0,0,0,jetty_primary
2023-08-28,shiptruck_7,0,0,0,0.0,0,0,jetty_primary
2023-08-28,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-08-28,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-08-28,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_12,1,118,30,835.8,0,0,jetty_primary
2023-09-04,shiptruck_4,1,151,32,721.4,0,0,jetty_secondary
2023-09-04,shiptruck_20,1,97,33,847.3,0,0,jetty_primary
2023-09-04,shiptruck_6,1,109,15,442.4,0,0,jetty_primary
2023-09-04,shiptruck_5,1,91,30,874.8,0,0,jetty_primary
2023-09-04,shiptruck_9,1,127,22,501.1,0,0,jetty_secondary
2023-09-04,shiptruck_18,1,106,15,468.0,0,1,jetty_primary
2023-09-04,shiptruck_3,1,107,20,536.5,0,0,jetty_primary
2023-09-04,shiptruck_19,1,108,25,682.4,1,0,jetty_primary
2023-09-04,shiptruck_14,1,147,31,853.6,0,0,jetty_secondary
2023-09-04,shiptruck_7,1,170,34,842.6,0,0,jetty_secondary
2023-09-04,shiptruck_11,1,115,31,905.0,0,0,jetty_primary
2023-09-04,shiptruck_1,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_2,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_10,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_15,0,0,0,0.0,0,0,jetty_secondary
2023-09-04,shiptruck_16,0,0,0,0.0,0,0,jetty_primary
2023-09-04,shiptruck_17,0,0,0,0.0,0,0,jetty_secondary
2023-09-11,shiptruck_20,1,99,33,783.6,0,1,jetty_primary
2023-09-11,shiptruck_11,1,92,26,786.2,0,0,jetty_primary
2023-09-11,shiptruck_5,1,109,26,708.9,0,0,jetty_primary
2023-09-11,shiptruck_1,1,91,17,526.2,0,0,jetty_primary
2023-09-11,shiptruck_13,1,118,15,369.1,0,0,jetty_primary
2023-09-11,shiptruck_14,1,103,19,535.9,0,0,jetty_primary
2023-09-11,shiptruck_19,1,107,17,460.2,0,0,jetty_primary
2023-09-11,shiptruck_10,1,109,31,925.2,0,0,jetty_primary
2023-09-11,shiptruck_3,1,112,19,522.4,0,0,jetty_primary
2023-09-11,shiptruck_2,1,91,15,409.6,0,0,jetty_primary
2023-09-11,shiptruck_17,1,115,27,760.0,1,0,jetty_primary
2023-09-11,shiptruck_7,1,128,21,637.7,0,0,jetty_secondary
2023-09-11,shiptruck_16,1,101,15,405.4,1,0,jetty_primary
2023-09-11,shiptruck_4,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_6,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_8,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_9,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_12,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_15,0,0,0,0.0,0,0,jetty_primary
2023-09-11,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_10,1,112,16,513.4,0,0,jetty_primary
2023-09-18,shiptruck_11,1,107,32,812.0,0,0,jetty_primary
2023-09-18,shiptruck_9,1,112,29,726.1,0,0,jetty_primary
2023-09-18,shiptruck_2,1,109,18,432.7,0,0,jetty_primary
2023-09-18,shiptruck_4,1,106,21,469.9,0,0,jetty_primary
2023-09-18,shiptruck_12,1,103,19,481.8,0,1,jetty_primary
2023-09-18,shiptruck_5,1,115,27,635.8,0,0,jetty_primary
2023-09-18,shiptruck_7,1,98,21,512.5,1,1,jetty_primary
2023-09-18,shiptruck_16,1,114,30,695.9,0,0,jetty_primary
2023-09-18,shiptruck_15,1,96,16,462.9,0,0,jetty_primary
2023-09-18,shiptruck_8,1,93,20,635.4,0,0,jetty_primary
2023-09-18,shiptruck_3,1,109,20,546.5,0,0,jetty_primary
2023-09-18,shiptruck_1,0,0,0,0.0,0,0,jetty_secondary
2023-09-18,shiptruck_6,0,0,0,0.0,0,0,jetty_secondary
2023-09-18,shiptruck_13,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_14,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_17,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_18,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_19,0,0,0,0.0,0,0,jetty_primary
2023-09-18,shiptruck_20,0,0,0,0.0,0,0,jetty_secondary
2023-09-25,shiptruck_8,1,112,16,456.6,0,1,jetty_primary
2023-09-25,shiptruck_4,1,115,23,695.4,0,0,jetty_primary
2023-09-25,shiptruck_11,1,100,27,722.8,0,1,jetty_primary
2023-09-25,shiptruck_6,1,161,32,836.5,0,0,jetty_secondary
2023-09-25,shiptruck_5,1,116,30,835.3,0,0,jetty_primary
2023-09-25,shiptruck_18,1,117,27,716.2,0,0,jetty_primary
2023-09-25,shiptruck_15,1,97,21,589.1,0,0,jetty_primary
2023-09-25,shiptruck_14,1,106,31,868.9,0,0,jetty_primary
